query_id,doctor_id,rating,total_reviews,experience_years,consultation_fee,distance_km,is_available,accepts_insurance,hospital_type_encoded,avg_consultation_minutes,fee_within_budget,relevance
52,DOC0139,4.4,680,7,950,9.74,1,1,1,20,1,9
53,DOC0053,3.9,108,17,850,11.61,1,1,1,22,1,9
53,DOC0068,4.1,113,16,900,6.63,1,1,1,21,1,9
53,DOC0103,3.7,130,19,200,8.63,1,1,0,25,1,9
53,DOC0110,4.2,41,12,800,7.84,1,1,1,13,1,9
53,DOC0149,4.5,49,24,900,7.64,0,1,1,16,1,9
54,DOC0002,4.2,304,25,150,13.22,1,1,0,18,1,9
54,DOC0018,3.9,163,9,200,3.65,1,1,0,16,1,9
54,DOC0041,4.4,581,22,550,5.15,1,0,1,13,1,9
54,DOC0055,4.1,757,20,350,11.19,1,1,1,25,1,9
54,DOC0071,4.2,314,23,450,6.92,1,1,1,23,1,9
54,DOC0081,4.4,314,17,200,8.23,1,1,2,13,1,9
54,DOC0105,3.5,165,3,100,3.42,1,0,0,8,1,7
54,DOC0117,4.0,681,6,550,8.59,1,1,1,15,1,9
54,DOC0126,3.4,481,5,600,7.1,1,1,1,8,1,7
55,DOC0014,4.0,151,27,300,14.69,1,1,0,25,1,9
55,DOC0045,3.7,637,30,1000,3.53,1,1,1,23,1,9
55,DOC0051,3.8,399,28,900,12.95,0,1,1,18,1,8
55,DOC0062,3.8,644,21,900,6.21,1,0,1,11,1,9
55,DOC0114,4.4,500,7,850,7.72,1,0,1,17,1,7
55,DOC0145,3.8,608,15,950,9.76,0,1,1,18,1,8
56,DOC0007,4.4,600,28,250,4.24,1,1,0,18,0,9
56,DOC0023,3.9,753,5,250,8.57,1,1,0,16,0,5
56,DOC0038,3.5,708,29,1000,13.48,1,0,1,14,0,6
56,DOC0070,3.8,693,30,900,12.07,1,0,1,22,0,6
56,DOC0083,4.5,425,12,550,10.86,1,1,2,9,0,8
56,DOC0099,4.2,690,19,300,7.55,1,1,0,25,0,8
56,DOC0109,4.4,63,19,900,13.6,1,1,1,22,0,7
56,DOC0125,3.7,147,30,850,15.28,1,1,1,13,0,5
56,DOC0139,4.4,680,7,950,2.7,1,1,1,20,0,8
57,DOC0012,4.6,176,29,300,21.05,1,1,0,13,1,9
57,DOC0029,3.6,150,4,350,10.96,0,0,0,19,1,5
57,DOC0040,3.9,144,4,900,18.15,1,1,1,22,1,6
57,DOC0056,4.0,434,5,800,13.01,1,1,1,17,1,9
57,DOC0074,4.1,91,9,1000,21.06,1,0,1,21,1,7
57,DOC0076,3.7,470,13,550,6.59,0,1,2,22,1,9
57,DOC0101,3.9,776,5,150,11.88,1,1,0,12,1,8
57,DOC0135,4.2,279,32,850,19.72,0,1,1,14,1,9
57,DOC0142,4.2,95,9,800,14.44,1,1,1,22,1,9
58,DOC0006,4.6,675,17,450,3.67,1,1,0,15,1,9
58,DOC0016,3.4,239,10,400,13.24,1,1,0,23,1,8
58,DOC0036,4.6,331,12,1650,15.1,1,1,1,21,0,7
58,DOC0052,4.3,744,23,1800,11.28,1,0,1,13,0,7
58,DOC0064,4.4,290,5,1700,12.03,1,1,1,14,0,6
58,DOC0087,4.0,97,26,950,16.36,0,1,2,15,0,5
58,DOC0102,3.9,382,24,400,12.13,1,1,0,21,1,9
58,DOC0118,3.9,416,14,1800,13.03,1,0,1,18,0,5
58,DOC0123,3.8,259,17,1700,16.49,1,1,1,17,0,6
58,DOC0147,4.4,746,19,1600,8.41,1,0,1,24,0,7
59,DOC0004,4.0,697,25,150,8.11,1,1,0,17,1,9
59,DOC0019,4.4,262,6,150,6.25,1,1,0,23,1,9
59,DOC0034,3.9,392,3,900,8.72,1,1,1,18,1,8
59,DOC0066,4.3,468,11,900,7.42,0,1,1,9,1,9
59,DOC0077,3.7,685,18,550,10.28,0,1,2,18,1,9
59,DOC0093,3.8,598,4,350,5.17,1,0,0,25,1,8
59,DOC0132,3.7,64,15,950,10.48,1,1,1,19,1,9
59,DOC0144,3.9,46,10,950,4.89,1,0,1,19,1,8
60,DOC0013,4.8,334,3,200,4.76,1,0,0,15,1,9
60,DOC0024,3.6,29,32,350,8.53,1,0,0,11,1,8
60,DOC0057,3.8,333,16,950,4.39,1,0,1,11,0,7
60,DOC0079,4.0,77,17,400,10.22,1,0,2,19,1,9
60,DOC0119,3.6,278,5,850,14.77,1,1,1,12,0,5
60,DOC0131,3.7,389,21,850,16.13,0,1,1,24,0,5
61,DOC0001,4.0,738,19,400,12.89,1,0,0,15,1,9
61,DOC0026,3.8,138,31,300,2.93,1,0,0,25,1,9
61,DOC0043,4.3,743,5,1200,11.59,1,1,1,21,1,9
61,DOC0060,4.0,607,6,1350,6.68,1,0,1,23,1,9
61,DOC0063,4.3,725,10,1200,13.24,1,0,1,17,1,9
61,DOC0091,4.1,474,22,350,3.39,1,1,0,15,1,9
61,DOC0130,3.6,667,22,1300,13.49,1,1,1,15,1,9
61,DOC0138,4.7,96,11,1300,6.07,1,1,1,20,1,9
62,DOC0012,4.6,176,29,300,14.98,1,1,0,13,1,9
62,DOC0029,3.6,150,4,350,6.79,0,0,0,19,1,6
62,DOC0040,3.9,144,4,900,2.03,1,1,1,22,1,9
62,DOC0056,4.0,434,5,800,14.19,1,1,1,17,1,9
62,DOC0074,4.1,91,9,1000,4.59,1,0,1,21,1,9
62,DOC0076,3.7,470,13,550,11.23,0,1,2,22,1,8
62,DOC0101,3.9,776,5,150,6.59,1,1,0,12,1,9
62,DOC0135,4.2,279,32,850,3.98,0,1,1,14,1,9
62,DOC0142,4.2,95,9,800,10.72,1,1,1,22,1,9
63,DOC0008,4.6,782,11,400,22.25,1,1,0,16,0,7
63,DOC0022,3.6,711,5,500,10.86,1,0,0,20,0,4
63,DOC0039,4.1,429,17,1650,6.93,1,0,1,8,0,8
63,DOC0058,4.3,303,9,1600,19.34,1,1,1,24,0,6
63,DOC0067,4.5,295,24,1750,11.34,1,1,1,13,0,9
63,DOC0090,4.0,684,32,950,13.29,1,1,2,12,0,8
63,DOC0116,4.1,480,28,1750,11.98,1,1,1,14,0,8
63,DOC0134,3.3,158,25,1650,6.84,0,0,1,22,0,4
64,DOC0004,4.0,697,25,150,10.38,1,1,0,17,1,9
64,DOC0019,4.4,262,6,150,4.1,1,1,0,23,1,9
64,DOC0034,3.9,392,3,900,7.11,1,1,1,18,0,5
64,DOC0066,4.3,468,11,900,7.16,0,1,1,9,0,6
64,DOC0077,3.7,685,18,550,8.56,0,1,2,18,0,6
64,DOC0093,3.8,598,4,350,3.15,1,0,0,25,1,7
64,DOC0132,3.7,64,15,950,9.02,1,1,1,19,0,6
64,DOC0144,3.9,46,10,950,5.62,1,0,1,19,0,5
65,DOC0001,4.0,738,19,400,19.29,1,0,0,15,1,9
65,DOC0026,3.8,138,31,300,7.2,1,0,0,25,1,8
65,DOC0043,4.3,743,5,1200,6.55,1,1,1,21,0,7
65,DOC0060,4.0,607,6,1350,15.62,1,0,1,23,0,4
65,DOC0063,4.3,725,10,1200,10.74,1,0,1,17,0,6
65,DOC0091,4.1,474,22,350,7.94,1,1,0,15,1,9
65,DOC0130,3.6,667,22,1300,7.52,1,1,1,15,0,7
65,DOC0138,4.7,96,11,1300,13.4,1,1,1,20,0,7
66,DOC0002,4.2,304,25,150,13.61,1,1,0,18,1,9
66,DOC0018,3.9,163,9,200,6.85,1,1,0,16,1,9
66,DOC0041,4.4,581,22,550,3.11,1,0,1,13,1,9
66,DOC0055,4.1,757,20,350,13.51,1,1,1,25,1,9
66,DOC0071,4.2,314,23,450,3.68,1,1,1,23,1,9
66,DOC0081,4.4,314,17,200,11.48,1,1,2,13,1,9
66,DOC0105,3.5,165,3,100,6.41,1,0,0,8,1,7
66,DOC0117,4.0,681,6,550,5.33,1,1,1,15,1,9
66,DOC0126,3.4,481,5,600,4.88,1,1,1,8,1,8
67,DOC0053,3.9,108,17,850,7.83,1,1,1,22,1,9
67,DOC0068,4.1,113,16,900,8.84,1,1,1,21,1,9
67,DOC0103,3.7,130,19,200,5.74,1,1,0,25,1,9
67,DOC0110,4.2,41,12,800,10.42,1,1,1,13,1,9
67,DOC0149,4.5,49,24,900,3.8,0,1,1,16,1,9
68,DOC0005,4.5,706,23,350,17.89,1,0,0,10,1,9
68,DOC0020,3.6,485,3,250,9.27,1,0,0,25,1,7
68,DOC0042,4.0,661,27,950,17.41,1,0,1,22,1,9
68,DOC0059,4.4,300,14,800,9.64,0,1,1,9,1,9
68,DOC0072,4.5,584,25,800,19.69,0,1,1,21,1,9
68,DOC0084,4.0,244,22,550,4.6,1,1,2,16,1,9
68,DOC0111,3.6,100,30,800,21.39,1,1,1,17,1,8
68,DOC0122,3.8,205,15,800,19.16,1,1,1,13,1,9
68,DOC0143,4.8,748,25,750,11.49,1,0,1,13,1,9
69,DOC0007,4.4,600,28,250,6.72,1,1,0,18,1,9
69,DOC0023,3.9,753,5,250,6.8,1,1,0,16,1,9
69,DOC0038,3.5,708,29,1000,10.22,1,0,1,14,1,9
69,DOC0070,3.8,693,30,900,8.82,1,0,1,22,1,9
69,DOC0083,4.5,425,12,550,10.34,1,1,2,9,1,9
69,DOC0099,4.2,690,19,300,5.69,1,1,0,25,1,9
69,DOC0109,4.4,63,19,900,10.41,1,1,1,22,1,9
69,DOC0125,3.7,147,30,850,11.99,1,1,1,13,1,9
69,DOC0139,4.4,680,7,950,3.79,1,1,1,20,1,9
70,DOC0012,4.6,176,29,300,18.11,1,1,0,13,1,9
70,DOC0029,3.6,150,4,350,5.53,0,0,0,19,1,6
70,DOC0040,3.9,144,4,900,10.95,1,1,1,22,1,7
70,DOC0056,4.0,434,5,800,12.18,1,1,1,17,1,9
70,DOC0074,4.1,91,9,1000,14.24,1,0,1,21,1,8
70,DOC0076,3.7,470,13,550,4.56,0,1,2,22,1,9
70,DOC0101,3.9,776,5,150,6.64,1,1,0,12,1,9
70,DOC0135,4.2,279,32,850,12.46,0,1,1,14,1,9
70,DOC0142,4.2,95,9,800,11.39,1,1,1,22,1,9
71,DOC0075,4.3,515,29,900,8.91,1,1,1,25,1,9
71,DOC0094,4.0,303,28,400,3.57,1,0,0,12,1,9
71,DOC0120,3.8,152,23,950,10.63,1,1,1,10,1,9
71,DOC0121,3.4,776,12,950,11.23,1,1,1,9,1,8
72,DOC0053,3.9,108,17,850,9.0,1,1,1,22,1,9
72,DOC0068,4.1,113,16,900,8.67,1,1,1,21,1,9
72,DOC0103,3.7,130,19,200,7.38,1,1,0,25,1,9
72,DOC0110,4.2,41,12,800,10.1,1,1,1,13,1,9
72,DOC0149,4.5,49,24,900,5.11,0,1,1,16,1,9
73,DOC0010,4.5,586,17,600,13.32,1,1,0,8,1,9
73,DOC0021,3.7,618,21,650,8.16,1,1,0,24,1,9
73,DOC0044,4.7,618,29,2050,3.7,1,1,1,8,1,9
73,DOC0088,3.6,290,28,1050,12.83,1,1,2,22,1,9
73,DOC0096,3.6,545,18,550,7.6,1,1,0,22,1,9
73,DOC0112,4.0,377,23,2000,4.0,1,0,1,12,1,9
73,DOC0129,3.8,144,19,2050,5.05,0,1,1,21,1,9
73,DOC0150,4.0,677,18,2200,10.33,1,1,1,23,1,9
74,DOC0012,4.6,176,29,300,4.71,1,1,0,13,1,9
74,DOC0029,3.6,150,4,350,9.96,0,0,0,19,1,4
74,DOC0040,3.9,144,4,900,16.12,1,1,1,22,0,3
74,DOC0056,4.0,434,5,800,3.87,1,1,1,17,0,7
74,DOC0074,4.1,91,9,1000,15.03,1,0,1,21,0,4
74,DOC0076,3.7,470,13,550,10.96,0,1,2,22,0,5
74,DOC0101,3.9,776,5,150,9.11,1,1,0,12,1,8
74,DOC0135,4.2,279,32,850,17.98,0,1,1,14,0,6
74,DOC0142,4.2,95,9,800,3.66,1,1,1,22,0,7
75,DOC0008,4.6,782,11,400,8.31,1,1,0,16,1,9
75,DOC0022,3.6,711,5,500,11.2,1,0,0,20,1,7
75,DOC0039,4.1,429,17,1650,18.7,1,0,1,8,1,9
75,DOC0058,4.3,303,9,1600,2.74,1,1,1,24,1,9
75,DOC0067,4.5,295,24,1750,18.31,1,1,1,13,1,9
75,DOC0090,4.0,684,32,950,10.47,1,1,2,12,1,9
75,DOC0116,4.1,480,28,1750,19.96,1,1,1,14,1,9
75,DOC0134,3.3,158,25,1650,20.64,0,0,1,22,1,5
76,DOC0015,4.3,707,32,300,6.99,1,0,0,22,0,8
76,DOC0027,3.5,72,9,300,5.8,0,0,0,21,0,4
76,DOC0033,4.2,640,22,850,11.31,1,0,1,11,0,7
76,DOC0080,3.8,644,8,400,8.51,1,0,2,15,0,5
76,DOC0104,3.6,643,30,300,4.77,1,0,0,16,0,7
76,DOC0124,3.3,534,27,800,13.2,1,0,1,13,0,5
76,DOC0140,4.3,607,14,850,1.58,0,1,1,19,0,8
77,DOC0015,4.3,707,32,300,13.01,1,0,0,22,0,7
77,DOC0027,3.5,72,9,300,5.23,0,0,0,21,0,4
77,DOC0033,4.2,640,22,850,4.15,1,0,1,11,0,8
77,DOC0080,3.8,644,8,400,9.87,1,0,2,15,0,5
77,DOC0104,3.6,643,30,300,4.79,1,0,0,16,0,7
77,DOC0124,3.3,534,27,800,6.08,1,0,1,13,0,6
77,DOC0140,4.3,607,14,850,8.59,0,1,1,19,0,6
78,DOC0014,4.0,151,27,300,10.24,1,1,0,25,1,9
78,DOC0045,3.7,637,30,1000,16.67,1,1,1,23,0,6
78,DOC0051,3.8,399,28,900,1.67,0,1,1,18,0,8
78,DOC0062,3.8,644,21,900,17.05,1,0,1,11,0,5
78,DOC0114,4.4,500,7,850,18.79,1,0,1,17,0,4
78,DOC0145,3.8,608,15,950,5.27,0,1,1,18,0,7
79,DOC0005,4.5,706,23,350,15.73,1,0,0,10,1,9
79,DOC0020,3.6,485,3,250,7.42,1,0,0,25,1,7
79,DOC0042,4.0,661,27,950,1.27,1,0,1,22,1,9
79,DOC0059,4.4,300,14,800,14.96,0,1,1,9,1,9
79,DOC0072,4.5,584,25,800,4.61,0,1,1,21,1,9
79,DOC0084,4.0,244,22,550,11.77,1,1,2,16,1,9
79,DOC0111,3.6,100,30,800,5.86,1,1,1,17,1,9
79,DOC0122,3.8,205,15,800,3.23,1,1,1,13,1,9
79,DOC0143,4.8,748,25,750,11.51,1,0,1,13,1,9
80,DOC0025,3.6,576,31,550,11.71,1,1,0,24,1,9
80,DOC0050,3.5,97,15,2600,10.71,1,1,1,15,0,6
80,DOC0089,4.1,45,29,1300,15.08,1,0,2,25,1,7
80,DOC0106,3.8,517,11,2450,11.51,1,1,1,21,0,6
80,DOC0141,3.6,140,26,2400,7.4,1,1,1,16,0,6
81,DOC0005,4.5,706,23,350,14.06,1,0,0,10,1,9
81,DOC0020,3.6,485,3,250,11.72,1,0,0,25,1,7
81,DOC0042,4.0,661,27,950,6.15,1,0,1,22,0,8
81,DOC0059,4.4,300,14,800,16.8,0,1,1,9,1,7
81,DOC0072,4.5,584,25,800,1.73,0,1,1,21,1,9
81,DOC0084,4.0,244,22,550,16.4,1,1,2,16,1,9
81,DOC0111,3.6,100,30,800,1.68,1,1,1,17,1,9
81,DOC0122,3.8,205,15,800,6.45,1,1,1,13,1,9
81,DOC0143,4.8,748,25,750,12.77,1,0,1,13,1,9
82,DOC0009,4.5,132,7,300,6.15,1,1,0,13,1,9
82,DOC0017,3.4,766,24,250,6.8,0,1,0,11,1,9
82,DOC0032,4.6,138,13,1000,12.65,1,1,1,16,1,9
82,DOC0047,3.5,73,11,950,4.63,1,0,1,19,1,8
82,DOC0069,3.9,798,25,900,11.89,1,0,1,22,1,9
82,DOC0086,4.2,563,7,550,8.9,1,1,2,16,1,9
82,DOC0098,3.8,87,13,300,5.84,0,1,0,25,1,8
82,DOC0107,3.6,245,6,800,13.54,1,1,1,9,1,8
82,DOC0133,3.9,360,26,900,14.54,0,1,1,19,1,9
82,DOC0136,4.3,764,11,950,0.8,1,1,1,21,1,9
83,DOC0025,3.6,576,31,550,14.74,1,1,0,24,0,7
83,DOC0050,3.5,97,15,2600,21.35,1,1,1,15,0,5
83,DOC0089,4.1,45,29,1300,19.23,1,0,2,25,0,5
83,DOC0106,3.8,517,11,2450,3.89,1,1,1,21,0,7
83,DOC0141,3.6,140,26,2400,17.46,1,1,1,16,0,5
84,DOC0005,4.5,706,23,350,11.47,1,0,0,10,1,9
84,DOC0020,3.6,485,3,250,11.0,1,0,0,25,1,7
84,DOC0042,4.0,661,27,950,7.6,1,0,1,22,1,9
84,DOC0059,4.4,300,14,800,14.87,0,1,1,9,1,8
84,DOC0072,4.5,584,25,800,3.54,0,1,1,21,1,9
84,DOC0084,4.0,244,22,550,15.58,1,1,2,16,1,9
84,DOC0111,3.6,100,30,800,4.29,1,1,1,17,1,9
84,DOC0122,3.8,205,15,800,8.42,1,1,1,13,1,9
84,DOC0143,4.8,748,25,750,10.82,1,0,1,13,1,9
85,DOC0001,4.0,738,19,400,12.01,1,0,0,15,0,7
85,DOC0026,3.8,138,31,300,3.01,1,0,0,25,0,6
85,DOC0043,4.3,743,5,1200,6.32,1,1,1,21,0,7
85,DOC0060,4.0,607,6,1350,9.92,1,0,1,23,0,5
85,DOC0063,4.3,725,10,1200,7.45,1,0,1,17,0,6
85,DOC0091,4.1,474,22,350,2.43,1,1,0,15,0,9
85,DOC0130,3.6,667,22,1300,8.28,1,1,1,15,0,7
85,DOC0138,4.7,96,11,1300,6.69,1,1,1,20,0,8
86,DOC0002,4.2,304,25,150,13.6,1,1,0,18,1,9
86,DOC0018,3.9,163,9,200,11.7,1,1,0,16,1,8
86,DOC0041,4.4,581,22,550,6.51,1,0,1,13,1,9
86,DOC0055,4.1,757,20,350,16.53,1,1,1,25,1,9
86,DOC0071,4.2,314,23,450,2.08,1,1,1,23,1,9
86,DOC0081,4.4,314,17,200,16.37,1,1,2,13,1,9
86,DOC0105,3.5,165,3,100,10.99,1,0,0,8,1,6
86,DOC0117,4.0,681,6,550,2.2,1,1,1,15,1,9
86,DOC0126,3.4,481,5,600,6.91,1,1,1,8,1,7
87,DOC0005,4.5,706,23,350,14.69,1,0,0,10,1,9
87,DOC0020,3.6,485,3,250,3.6,1,0,0,25,1,8
87,DOC0042,4.0,661,27,950,11.78,1,0,1,22,1,9
87,DOC0059,4.4,300,14,800,8.22,0,1,1,9,1,9
87,DOC0072,4.5,584,25,800,13.98,0,1,1,21,1,9
87,DOC0084,4.0,244,22,550,1.17,1,1,2,16,1,9
87,DOC0111,3.6,100,30,800,15.68,1,1,1,17,1,8
87,DOC0122,3.8,205,15,800,13.6,1,1,1,13,1,9
87,DOC0143,4.8,748,25,750,7.87,1,0,1,13,1,9
88,DOC0010,4.5,586,17,600,9.03,1,1,0,8,1,9
88,DOC0021,3.7,618,21,650,4.1,1,1,0,24,1,9
88,DOC0044,4.7,618,29,2050,11.27,1,1,1,8,0,9
88,DOC0088,3.6,290,28,1050,6.19,1,1,2,22,0,8
88,DOC0096,3.6,545,18,550,3.3,1,1,0,22,1,9
88,DOC0112,4.0,377,23,2000,13.28,1,0,1,12,0,7
88,DOC0129,3.8,144,19,2050,13.22,0,1,1,21,0,5
88,DOC0150,4.0,677,18,2200,2.3,1,1,1,23,0,9
89,DOC0007,4.4,600,28,250,16.78,1,1,0,18,1,9
89,DOC0023,3.9,753,5,250,4.03,1,1,0,16,1,9
89,DOC0038,3.5,708,29,1000,8.25,1,0,1,14,0,6
89,DOC0070,3.8,693,30,900,11.52,1,0,1,22,0,6
89,DOC0083,4.5,425,12,550,5.62,1,1,2,9,0,9
89,DOC0099,4.2,690,19,300,5.03,1,1,0,25,1,9
89,DOC0109,4.4,63,19,900,13.02,1,1,1,22,0,7
89,DOC0125,3.7,147,30,850,9.82,1,1,1,13,0,6
89,DOC0139,4.4,680,7,950,10.37,1,1,1,20,0,6
90,DOC0075,4.3,515,29,900,16.01,1,1,1,25,0,7
90,DOC0094,4.0,303,28,400,12.0,1,0,0,12,1,9
90,DOC0120,3.8,152,23,950,17.05,1,1,1,10,0,5
90,DOC0121,3.4,776,12,950,12.31,1,1,1,9,0,5
91,DOC0031,4.3,428,29,950,10.68,1,1,1,10,1,9
91,DOC0049,3.4,755,27,850,5.95,0,1,1,13,1,9
91,DOC0082,3.9,329,25,400,8.05,1,0,2,20,1,9
91,DOC0097,3.9,510,12,250,4.05,1,1,0,21,1,9
91,DOC0108,3.9,355,27,800,11.94,0,0,1,23,1,8
91,DOC0127,4.5,751,5,850,12.58,1,0,1,12,1,9
91,DOC0146,4.2,675,7,950,2.07,1,1,1,12,1,9
92,DOC0053,3.9,108,17,850,9.73,1,1,1,22,0,6
92,DOC0068,4.1,113,16,900,14.4,1,1,1,21,0,7
92,DOC0103,3.7,130,19,200,5.41,1,1,0,25,1,9
92,DOC0110,4.2,41,12,800,16.04,1,1,1,13,1,7
92,DOC0149,4.5,49,24,900,9.36,0,1,1,16,0,7
93,DOC0015,4.3,707,32,300,12.44,1,0,0,22,1,9
93,DOC0027,3.5,72,9,300,3.31,0,0,0,21,1,7
93,DOC0033,4.2,640,22,850,5.8,1,0,1,11,1,9
93,DOC0080,3.8,644,8,400,7.98,1,0,2,15,1,8
93,DOC0104,3.6,643,30,300,2.86,1,0,0,16,1,9
93,DOC0124,3.3,534,27,800,7.76,1,0,1,13,1,7
93,DOC0140,4.3,607,14,850,7.21,0,1,1,19,1,8
94,DOC0009,4.5,132,7,300,19.7,1,1,0,13,1,7
94,DOC0017,3.4,766,24,250,11.34,0,1,0,11,1,8
94,DOC0032,4.6,138,13,1000,3.08,1,1,1,16,0,8
94,DOC0047,3.5,73,11,950,19.2,1,0,1,19,0,3
94,DOC0069,3.9,798,25,900,6.34,1,0,1,22,0,7
94,DOC0086,4.2,563,7,550,15.29,1,1,2,16,0,5
94,DOC0098,3.8,87,13,300,11.39,0,1,0,25,1,6
94,DOC0107,3.6,245,6,800,6.45,1,1,1,9,0,6
94,DOC0133,3.9,360,26,900,1.44,0,1,1,19,0,8
94,DOC0136,4.3,764,11,950,15.79,1,1,1,21,0,6
95,DOC0011,4.6,484,27,300,10.71,0,1,0,16,0,8
95,DOC0028,3.7,584,8,350,11.66,1,0,0,25,0,5
95,DOC0037,4.4,773,24,800,8.84,1,1,1,10,0,8
95,DOC0046,3.9,408,8,750,14.81,1,1,1,22,0,6
95,DOC0065,4.6,629,29,800,4.77,1,1,1,17,0,9
95,DOC0078,4.3,652,30,500,16.14,0,1,2,17,0,6
95,DOC0095,3.9,351,7,150,10.74,0,1,0,16,1,6
95,DOC0113,4.1,525,7,950,5.37,1,1,1,22,0,7
95,DOC0148,4.5,649,7,900,10.79,1,1,1,24,0,7
96,DOC0014,4.0,151,27,300,9.4,1,1,0,25,0,7
96,DOC0045,3.7,637,30,1000,9.36,1,1,1,23,0,7
96,DOC0051,3.8,399,28,900,6.89,0,1,1,18,0,7
96,DOC0062,3.8,644,21,900,9.54,1,0,1,11,0,6
96,DOC0114,4.4,500,7,850,11.29,1,0,1,17,0,5
96,DOC0145,3.8,608,15,950,3.52,0,1,1,18,0,7
97,DOC0025,3.6,576,31,550,2.28,1,1,0,24,1,9
97,DOC0050,3.5,97,15,2600,7.59,1,1,1,15,0,6
97,DOC0089,4.1,45,29,1300,2.43,1,0,2,25,1,9
97,DOC0106,3.8,517,11,2450,14.43,1,1,1,21,0,6
97,DOC0141,3.6,140,26,2400,6.64,1,1,1,16,0,7
98,DOC0002,4.2,304,25,150,9.28,1,1,0,18,1,9
98,DOC0018,3.9,163,9,200,11.32,1,1,0,16,1,8
98,DOC0041,4.4,581,22,550,9.64,1,0,1,13,1,9
98,DOC0055,4.1,757,20,350,13.71,1,1,1,25,1,9
98,DOC0071,4.2,314,23,450,5.88,1,1,1,23,1,9
98,DOC0081,4.4,314,17,200,15.64,1,1,2,13,1,9
98,DOC0105,3.5,165,3,100,10.33,1,0,0,8,1,6
98,DOC0117,4.0,681,6,550,6.69,1,1,1,15,1,9
98,DOC0126,3.4,481,5,600,10.67,1,1,1,8,1,7
99,DOC0014,4.0,151,27,300,17.05,1,1,0,25,1,9
99,DOC0045,3.7,637,30,1000,0.94,1,1,1,23,1,9
99,DOC0051,3.8,399,28,900,16.08,0,1,1,18,1,8
99,DOC0062,3.8,644,21,900,5.34,1,0,1,11,1,9
99,DOC0114,4.4,500,7,850,6.29,1,0,1,17,1,9
99,DOC0145,3.8,608,15,950,12.73,0,1,1,18,1,9
100,DOC0010,4.5,586,17,600,21.48,1,1,0,8,1,9
100,DOC0021,3.7,618,21,650,13.18,1,1,0,24,1,9
100,DOC0044,4.7,618,29,2050,4.96,1,1,1,8,0,9
100,DOC0088,3.6,290,28,1050,17.02,1,1,2,22,0,6
100,DOC0096,3.6,545,18,550,13.27,1,1,0,22,1,9
100,DOC0112,4.0,377,23,2000,7.45,1,0,1,12,0,7
100,DOC0129,3.8,144,19,2050,3.15,0,1,1,21,0,6
100,DOC0150,4.0,677,18,2200,17.69,1,1,1,23,0,7
101,DOC0003,4.4,407,22,200,8.4,0,1,0,17,1,9
101,DOC0035,4.0,587,19,850,11.68,0,1,1,21,1,9
101,DOC0054,4.2,206,3,900,14.09,1,0,1,19,1,7
101,DOC0061,3.7,251,10,800,7.82,1,0,1,20,1,7
101,DOC0100,4.1,445,29,250,11.79,1,1,0,18,1,9
101,DOC0137,4.2,456,13,900,10.31,1,0,1,22,1,8
102,DOC0005,4.5,706,23,350,12.55,1,0,0,10,1,9
102,DOC0020,3.6,485,3,250,2.75,1,0,0,25,1,9
102,DOC0042,4.0,661,27,950,11.41,1,0,1,22,1,9
102,DOC0059,4.4,300,14,800,6.51,0,1,1,9,1,9
102,DOC0072,4.5,584,25,800,12.97,0,1,1,21,1,9
102,DOC0084,4.0,244,22,550,2.67,1,1,2,16,1,9
102,DOC0111,3.6,100,30,800,14.71,1,1,1,17,1,8
102,DOC0122,3.8,205,15,800,13.33,1,1,1,13,1,9
102,DOC0143,4.8,748,25,750,5.73,1,0,1,13,1,9
103,DOC0001,4.0,738,19,400,10.08,1,0,0,15,1,9
103,DOC0026,3.8,138,31,300,4.42,1,0,0,25,1,8
103,DOC0043,4.3,743,5,1200,12.52,1,1,1,21,0,6
103,DOC0060,4.0,607,6,1350,4.07,1,0,1,23,0,6
103,DOC0063,4.3,725,10,1200,13.18,1,0,1,17,0,6
103,DOC0091,4.1,474,22,350,4.04,1,1,0,15,1,9
103,DOC0130,3.6,667,22,1300,14.48,1,1,1,15,0,7
103,DOC0138,4.7,96,11,1300,3.31,1,1,1,20,0,8
104,DOC0007,4.4,600,28,250,18.14,1,1,0,18,1,9
104,DOC0023,3.9,753,5,250,6.29,1,1,0,16,1,9
104,DOC0038,3.5,708,29,1000,5.67,1,0,1,14,1,9
104,DOC0070,3.8,693,30,900,9.7,1,0,1,22,1,8
104,DOC0083,4.5,425,12,550,9.03,1,1,2,9,1,9
104,DOC0099,4.2,690,19,300,6.95,1,1,0,25,1,9
104,DOC0109,4.4,63,19,900,10.93,1,1,1,22,1,9
104,DOC0125,3.7,147,30,850,6.88,1,1,1,13,1,9
104,DOC0139,4.4,680,7,950,12.37,1,1,1,20,1,8
105,DOC0010,4.5,586,17,600,11.86,1,1,0,8,0,9
105,DOC0021,3.7,618,21,650,4.03,1,1,0,24,0,8
105,DOC0044,4.7,618,29,2050,5.71,1,1,1,8,0,9
105,DOC0088,3.6,290,28,1050,8.7,1,1,2,22,0,7
105,DOC0096,3.6,545,18,550,3.4,1,1,0,22,0,8
105,DOC0112,4.0,377,23,2000,8.2,1,0,1,12,0,7
105,DOC0129,3.8,144,19,2050,7.65,0,1,1,21,0,5
105,DOC0150,4.0,677,18,2200,7.05,1,1,1,23,0,8
106,DOC0030,3.6,655,14,350,7.74,1,1,0,15,1,9
